Id,Model,Price,Age_08_04,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Quarterly_Tax,Weight
404,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,49,107859,Petrol,97,0,0,1400,5,85,1060
405,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9450,52,104805,Petrol,97,1,0,1400,3,69,1025
406,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,54,103454,Petrol,110,1,0,1600,5,85,1075
407,TOYOTA Corolla 1.9 D WAGON TERRA Stationwagen,10950,51,103018,Diesel,69,0,0,1900,5,185,1140
408,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,47,102352,Petrol,110,1,0,1600,5,85,1080
409,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9950,50,102030,Petrol,97,1,0,1400,5,85,1060
410,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,54,101352,Petrol,110,0,0,1600,5,85,1080
411,TOYOTA Corolla 1.6 16v TERRA 4/5-Doors,7900,50,99865,Petrol,110,1,0,1600,4,69,1035
412, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10950,52,99323,Petrol,110,1,0,1600,3,85,1055
413,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8950,48,98100,Diesel,69,1,0,1900,5,185,1140
414, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11950,51,98040,Petrol,110,0,0,1600,5,85,1080
415,TOYOTA Corolla 1.6 HB SOL 2/3-Doors,10900,49,97600,Petrol,110,1,0,1600,3,69,1045
416, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9950,55,97234,Petrol,110,0,0,1600,5,85,1080
417, TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9950,51,96135,Diesel,72,0,0,2000,3,185,1115
418,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,96100,Petrol,110,1,0,1600,5,85,1080
419, TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,55,94401,Diesel,72,0,0,2000,3,185,1115
420, TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,55,94122,Petrol,86,1,0,1300,3,69,1015
421,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,49,91340,Petrol,110,1,0,1600,3,85,1055
422,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,53,90200,Petrol,97,0,0,1400,3,69,1025
423,TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,9250,53,90097,Diesel,69,1,0,1900,5,185,1140
424, TOYOTA Corolla LIFTBACK 1.4 VVT-i LINEA TERRA 4/5-Doors,11500,48,89049,Petrol,97,1,0,1400,5,85,1060
425, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,9750,52,89000,Petrol,110,0,0,1600,5,85,1075
426, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9950,45,87274,Petrol,110,1,0,1600,3,69,1040
427, TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,49,86221,Petrol,110,0,0,1600,3,69,1045
428,TOYOTA Corolla 1.6 VVT-i L. Sol Wagon Stationwagen,12500,54,84598,Petrol,110,0,0,1600,5,19,1075
429,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,83567,Petrol,110,0,0,1600,5,85,1075
430,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,83106,Petrol,110,1,0,1600,5,85,1075
431, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,12200,50,82805,Petrol,110,1,0,1600,3,69,1040
432,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,10950,50,82735,Petrol,97,1,0,1400,3,69,1030
433, TOYOTA Corolla 1.6 LB LINEA SOL 4/5-Doors,10950,54,81905,Petrol,110,1,0,1600,5,19,1105
434,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11290,49,80320,Petrol,110,1,1,1600,3,85,1070
435,TOYOTA Corolla 1.4 VVT-i Linea Sol HB 2/3-Doors,10750,49,80090,Petrol,97,1,0,1400,3,69,1030
436,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10895,53,79800,Petrol,110,0,0,1600,5,85,1075
437, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,47,78785,CNG,110,1,0,1600,5,197,1119
438, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9750,48,78600,Petrol,110,1,0,1600,5,85,1075
439,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10250,55,77780,Petrol,110,0,0,1600,3,69,1040
440,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,12500,49,77648,Petrol,110,0,0,1600,4,69,1030
441, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,77270,Petrol,110,1,0,1600,4,69,1035
442,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10750,50,76167,Petrol,97,1,0,1400,5,85,1060
443, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11450,46,75249,Petrol,110,1,0,1600,4,69,1035
444,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,54,75231,Petrol,110,1,0,1600,5,85,1080
445,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11750,48,75045,Petrol,110,1,0,1600,3,85,1055
446, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,10950,50,74849,Petrol,110,1,1,1600,4,85,1060
447, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,55,74715,Petrol,110,1,0,1600,5,85,1080
448, TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,10995,49,74656,Diesel,69,0,0,1900,3,185,1105
449,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,11450,56,74500,Petrol,97,0,0,1400,3,69,1025
450, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,8900,49,74494,Petrol,110,1,0,1600,5,85,1075
451,TOYOTA Corolla 1.6 4/5-Doors,10500,50,73634,Petrol,110,0,0,1587,5,85,1075
452,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11750,47,73403,Petrol,110,1,0,1600,5,85,1075
453, TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11450,49,73175,Petrol,97,1,0,1400,3,69,1030
454,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12000,52,73000,Petrol,110,0,0,1600,3,85,1055
455,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,50,72242,Petrol,110,0,1,1600,3,85,1070
456, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9850,53,72000,Petrol,97,1,0,1400,3,69,1025
457, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,54,71725,Petrol,110,1,0,1600,4,69,1035
458,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,71276,Petrol,110,0,0,1600,5,85,1080
459,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,8695,50,70440,Diesel,69,1,0,1900,3,185,1105
460,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10990,53,70239,Petrol,110,0,0,1600,3,69,1040
461,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,55,69813,Petrol,97,1,0,1400,3,69,1025
462, TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,11950,49,69659,Petrol,86,0,0,1300,3,69,1025
463,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,46,69574,Petrol,97,0,0,1400,5,85,1065
464, TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8750,47,69000,Diesel,69,1,0,1900,5,185,1140
465,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,8750,49,68565,Petrol,110,1,0,1600,4,69,1030
466,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,11450,55,68520,Diesel,72,1,0,2000,3,185,1115
467,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,46,68414,Petrol,97,0,0,1400,3,69,1025
468,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11950,56,66777,Petrol,110,0,0,1600,5,85,1090
469, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,52,66527,Petrol,110,1,0,1600,5,85,1080
470, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11250,54,66063,Petrol,110,1,0,1600,5,85,1090
471,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,50,65471,Petrol,97,1,0,1400,5,85,1060
472,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,65400,Petrol,97,1,0,1400,3,69,1025
473,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,52,65170,Petrol,97,1,0,1400,3,69,1025
474,TOYOTA Corolla 1.6 sol lb 4/5-Doors,11950,56,65000,Petrol,110,1,0,1600,5,19,1075
475,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,64193,Petrol,110,1,0,1600,3,69,1040
476,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,54,64000,Petrol,97,1,0,1400,3,69,1025
477,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,54,63792,Petrol,110,1,0,1600,5,85,1075
478,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,53,63635,Petrol,110,1,0,1600,4,69,1035
479, TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,54,63135,Petrol,110,1,0,1600,3,69,1050
480,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,54,63123,Petrol,110,1,0,1600,4,69,1035
481,TOYOTA Corolla 1.9 D Wagon Stationwagen,11500,48,63000,Diesel,69,1,0,1900,5,185,1140
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,55,63000,Petrol,110,0,0,1600,4,69,1035
483,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,54,62987,Petrol,110,0,0,1600,5,85,1080
484, TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,56,62751,Petrol,110,0,0,1600,3,69,1050
485,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,54,62519,Petrol,97,0,0,1400,3,69,1025
486, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,62280,Petrol,97,1,0,1400,5,85,1060
487, TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,50,61672,Petrol,110,0,0,1600,5,85,1075
488,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,54,61000,Diesel,69,0,0,2000,5,185,1140
489, TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,12000,56,61000,Petrol,110,1,0,1600,3,69,1050
490,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,53,60558,Petrol,110,1,0,1600,4,19,1105
491, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,47,60348,Petrol,110,0,0,1600,4,69,1030
492, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,54,60239,Petrol,110,1,0,1600,5,85,1075
493, TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,51,59000,Petrol,97,1,0,1400,3,69,1025
494,TOYOTA Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,51,58761,Petrol,97,0,0,1300,5,85,1060
495,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,58745,Petrol,110,1,0,1600,4,69,1035
496,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,52,58596,Petrol,110,1,0,1600,3,69,1045
497, TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,54,58530,Petrol,110,0,0,1600,5,85,1075
498,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10950,55,58377,Petrol,110,1,0,1600,3,69,1050
499, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,56,58142,Petrol,110,1,0,1600,5,85,1080
500,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,57948,Petrol,97,1,0,1400,3,69,1025
501,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,57645,Petrol,110,0,0,1600,5,85,1080
502, TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,47,57500,Petrol,110,1,0,1600,4,19,1105
503, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,57475,Petrol,110,0,0,1600,3,69,1040
504,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,56743,Petrol,110,0,0,1600,3,69,1045
505, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,56675,Petrol,97,1,0,1400,3,69,1025
506,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,55877,Petrol,110,1,0,1600,5,85,1075
507,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,55500,Petrol,110,1,0,1600,4,69,1035
508, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,54900,Petrol,97,1,0,1400,5,85,1060
509,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,54465,Petrol,110,0,0,1600,5,85,1075
510, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,53700,Petrol,97,1,0,1400,5,85,1060
511, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,53561,Petrol,97,1,0,1400,5,85,1060
512,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,51,53408,Petrol,110,1,0,1600,5,85,1080
513, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,53268,Petrol,110,1,0,1600,5,85,1080
514, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,53116,Petrol,97,1,0,1400,3,69,1025
515,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,52448,Petrol,97,0,0,1400,3,69,1025
516,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,55,52149,Petrol,97,1,0,1400,3,19,1085
517,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,52141,Petrol,110,1,0,1600,5,85,1070
518,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,52000,Petrol,97,0,0,1400,3,69,1025
519, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,50967,Petrol,97,1,0,1400,5,85,1060
520,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,50400,Petrol,110,0,0,1600,5,85,1080
521, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,50000,Petrol,97,1,0,1400,3,69,1025
522,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,51,50000,Petrol,86,1,0,1300,5,69,1045
523,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,49969,Petrol,110,0,0,1600,5,85,1075
524, TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,49568,Petrol,110,1,0,1600,3,19,1105
525, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,49473,Petrol,110,0,0,1600,3,85,1055
526,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,49432,Petrol,110,1,0,1600,3,69,1050
527,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,49417,Petrol,110,1,0,1600,3,69,1045
528,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,49366,Petrol,97,1,0,1400,3,69,1025
529, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,48731,Petrol,110,1,0,1600,3,85,1055
530,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,48370,Petrol,110,1,0,1600,5,85,1080
531,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,48071,Petrol,97,0,0,1400,3,69,1025
532,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,47852,Petrol,110,1,0,1600,4,69,1030
533, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,47768,Petrol,110,0,0,1600,3,85,1055
534, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,47689,Petrol,110,0,0,1600,5,85,1075
535,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,47451,Petrol,110,1,0,1600,3,85,1055
536,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,47219,Petrol,110,1,0,1600,5,85,1080
537, TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,47211,Petrol,110,1,0,1600,5,85,1070
538, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,46856,Petrol,97,0,0,1400,5,85,1060
539, TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,46500,Petrol,86,0,0,1300,5,69,1035
540,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,46449,Petrol,110,1,0,1600,4,69,1035
541, TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,46391,Petrol,110,0,0,1600,5,85,1075
542,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,46230,Petrol,110,1,0,1600,3,85,1055
543, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,46029,Petrol,110,1,0,1600,4,69,1030
544, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,46000,Petrol,97,0,0,1400,3,69,1025
545, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,45900,Petrol,110,1,0,1600,5,85,1075
546,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,45850,Petrol,97,0,0,1400,5,85,1060
547,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,45336,Petrol,110,1,0,1600,5,85,1080
548, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,44537,Petrol,97,0,0,1400,3,69,1025
549,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,43700,Petrol,86,1,0,1300,3,69,1025
550, TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,43120,Petrol,97,1,0,1400,3,69,1030
551,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,49,41710,Petrol,110,0,0,1600,3,69,1040
552,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,41700,Petrol,97,1,0,1400,3,69,1025
553, TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,41636,Petrol,110,1,0,1600,5,19,1105
554,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,41273,Petrol,97,0,0,1400,5,85,1060
555,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,40836,Petrol,110,0,1,1600,3,85,1075
556,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,40400,Petrol,97,1,0,1400,5,85,1060
557,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,40361,Petrol,110,1,0,1600,5,85,1090
558,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,40325,Petrol,86,0,0,1300,5,69,1045
559, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,40000,Petrol,110,0,0,1600,5,85,1080
560,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,39706,Petrol,110,1,0,1600,5,85,1080
561, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,39291,Petrol,110,1,0,1600,3,69,1040
562, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,39000,Petrol,97,0,0,1400,3,69,1025
563,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,38900,Petrol,97,1,0,1400,3,69,1025
564,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,38403,Petrol,110,0,0,1600,3,85,1055
565, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,37461,Petrol,97,0,0,1400,3,69,1025
566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,37000,Petrol,97,1,0,1400,3,69,1025
567, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,36406,Petrol,110,1,0,1600,4,69,1035
568,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,36005,Petrol,97,1,0,1400,5,85,1065
569, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,36000,Petrol,110,1,0,1600,5,85,1075
570,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,36000,Petrol,110,0,0,1600,5,85,1080
571, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,36000,Petrol,110,1,1,1600,3,85,1070
572,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,35823,Petrol,110,0,0,1600,5,85,1075
573, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,35230,Petrol,97,0,0,1400,3,69,1025
574,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,35142,Petrol,110,0,0,1600,3,85,1055
575,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,34890,Petrol,97,0,0,1400,3,69,1025
576,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,34882,Petrol,110,1,0,1600,5,85,1075
577, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,34000,Petrol,110,1,0,1600,5,85,1075
578,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,33998,Petrol,110,0,0,1600,5,85,1080
579,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,33230,Petrol,110,0,0,1600,3,69,1050
580,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,33021,Petrol,110,1,0,1600,5,85,1080
581, TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,31999,Petrol,97,0,0,1400,3,69,1030
582,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,31579,Petrol,97,0,0,1400,3,69,1025
583,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,56,31000,Petrol,97,0,0,1400,3,69,1025
584,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,30806,Petrol,97,1,0,1400,5,85,1060
585, TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,30461,Petrol,86,1,0,1300,5,69,1050
586,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,29686,Petrol,110,1,1,1600,3,85,1075
587, TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,55,29650,Petrol,86,0,0,1300,3,69,1025
588, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,29500,Petrol,110,1,0,1600,3,85,1055
589,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,48,28656,Petrol,97,0,0,1400,3,19,1085
590,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,27500,Petrol,97,1,0,1400,3,69,1025
591, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,48,26938,Petrol,110,1,0,1600,3,69,1040
592,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,53,26624,Petrol,97,0,0,1400,5,85,1060
593, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,47,26221,Petrol,97,1,0,1400,3,69,1025
594,TOYOTA Corolla LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,50,22648,Petrol,97,1,0,1400,5,85,1060
595,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,50,22500,Petrol,97,1,0,1400,3,69,1025
596, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,19313,Petrol,97,0,0,1400,3,69,1025
597, TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10450,50,17619,Petrol,110,0,0,1600,4,69,1030
598, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,51,17069,Petrol,97,1,0,1400,3,69,1025
599,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,15000,Petrol,97,1,0,1400,3,69,1025
600, TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,50,10210,Petrol,97,0,0,1400,5,85,1065
601,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,47,5309,Petrol,110,1,1,1600,3,85,1070
602,TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,7500,50,1,Diesel,90,1,0,2000,3,64,1260
603,TOYOTA Corolla 1.4 VVT-i Terra 2/3-Doors,8950,52,31000,Petrol,97,0,0,1398,3,69,1025
604,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6950,58,205000,Diesel,72,1,0,2000,4,185,1100
605,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7900,68,204250,Diesel,72,0,0,2000,3,185,1115
606,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,68,194545,Petrol,86,0,0,1300,4,69,1000
